"y","lag.1","lag.2","lag.3","lag.4","lag.5","lag.6","lag.7","lag.8","lag.9","lag.10","lag.11","lag.12","lag.13","lag.14","lag.15","lag.16","lag.17","lag.18","lag.19","lag.20","lag.21","lag.22","lag.23","lag.24","lag.25","lag.26","lag.27","lag.28","lag.29","lag.30"
6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15,5.83,6.1,9.09,8.7,12.5
58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15,5.83,6.1,9.09,8.7
15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15,5.83,6.1,9.09
35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15,5.83,6.1
5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15,5.83
21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87,18.15
2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20,4.87
17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8,20
5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20,31.8
68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0,20
2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26,0
15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79,14.26
38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2,4.79
18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99,13.2
38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09,56.99
76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15,13.09
5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5,119.15
5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35,22.5
64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48,13.35
15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78,48
2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04,25.78
81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75,45.04
83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17,31.75
108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7,39.17
2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42,7
4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84,7.42
19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8,29.84
26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89,39.8
85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23,37.89
5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04,4.23
7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36,6.04
0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5,58.36
7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08,15.5
3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5,35.08
7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21,5
3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07,21
3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83,2.07
7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3,17.83
4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36,5.3
7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2,68.36
10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02,2.2
14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49,15.02
10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18,38.49
10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38,18.18
10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83,38
8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5,76.83
5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33,5
8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62,5.33
24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54,64.62
4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2,15.54
13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74,2.2
45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36,81.74
61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45,83.36
67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2,108.45
7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53,2.2
8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56,4.53
9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19,19.56
5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85,26.19
60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5,85
1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88,5
13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0,7.88
3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7,0
22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18,7
4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7,3.18
33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5,7
10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5,3.5
8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7,3.5
9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4,7
98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7,4
20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8,7
12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8,10.8
38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8,14.8
48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8,10.8
73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8,10.8
3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8,10.8
5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5,8
24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8,5
7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1,8
17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4,24.1
185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04,4
NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06,13.04
NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76,45.06
NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93,61.76
NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33,67.93
NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69,7.33
NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5,8.69
NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5,9.5
NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69,60.78
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55,1.69
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16,13.55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53,3.16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75,22.53
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51,4.75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10,33.51
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88,9.95
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07,98.88
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37,20.07
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34,12.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85,38.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8,48.85
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17,73.8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5,3.17
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09,24.65
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76,7.09
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,17.76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
