"y","lag.1","lag.2","lag.3","lag.4","lag.5","lag.6","lag.7","lag.8","lag.9","lag.10","lag.11","lag.12","lag.13","lag.14","lag.15","lag.16","lag.17","lag.18","lag.19","lag.20","lag.21","lag.22","lag.23","lag.24","lag.25","lag.26","lag.27","lag.28","lag.29","lag.30"
7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0
0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0
9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0
0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0
0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25,0
0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0,16.25
0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0,0
7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0,0
13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0,0
11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0,0
0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0,0
0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0,0
5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0,0
0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0,0
0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0,0
11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0,0
23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5,0
0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74,11.5
0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4,71.74
15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0,25.4
0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78,0
0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71,4.78
14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0,9.71
0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0,0
0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0,0
0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01,0
0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0,13.01
7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0,0
0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74,0
16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62,12.74
0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0,7.62
0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41,0
0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0,9.41
0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0,0
0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0,0
0,0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0,0
13.01,0,0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07,0
0,13.01,0,0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5,7.07
112.04,0,13.01,0,0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34,13.5
50.52,112.04,0,13.01,0,0,0,0,0,0,16.1,0,7.07,0,0,0,0,14.37,0,0,15.49,0,0,23.83,11.25,0,0,5.43,0,0,11.34
